holdout_year,model,games,calibration_training_games,calibration_intercept,calibration_slope,raw_brier,calibrated_brier,brier_improvement_from_calibration,raw_logloss,calibrated_logloss,logloss_improvement_from_calibration
2024,Core + Offense BB + Run Factor,2429,2430,-0.05214354409706551,0.6062548223397085,0.2496502622673417,0.2500924373592745,-0.00044217509193281157,0.6924349399554259,0.6933247302163694,-0.0008897902609434905
2025,Core + Offense BB + Run Factor,2430,4859,0.032746293228042046,0.49505735905645687,0.2497227382088619,0.24949217605632312,0.00023056215253877688,0.6926381687953731,0.6921327217471008,0.0005054470482722673
2026,Core + Offense BB + Run Factor,1919,7289,0.019997915206532248,0.5312403605124558,0.24858193521651206,0.24880514291906525,-0.00022320770255318534,0.6903119642249039,0.6907545600444533,-0.0004425958195494184
2024,Core + Run Factor,2429,2430,-0.04811924915672966,0.5214052696182325,0.24986705071473186,0.25023523756099986,-0.0003681868462679927,0.6928909088238678,0.6936164574837131,-0.0007255486598453098
2025,Core + Run Factor,2430,4859,0.03791323229530813,0.4133632878915197,0.2493526045646808,0.24949683344191037,-0.000144228877229563,0.6918631913666736,0.6921393764695414,-0.0002761851028677542
2026,Core + Run Factor,1919,7289,0.0161077097956518,0.5119262164545978,0.2485249436308265,0.2488790175026945,-0.00035407387186800476,0.6902100483287558,0.6909047643494984,-0.0006947160207426695
