game_date,batter,pa,strikeouts,walks,xwoba_num,xwoba_denom,bbe,barrels
2022-04-08,458015,4,0,1,2.324957,4.0,2,0
2022-04-08,462101,4,1,0,0.40499999999999997,4.0,3,0
2022-04-08,474832,5,1,1,1.765029714285714,5.0,3,1
2022-04-08,476704,1,1,0,0.0,1.0,0,0
2022-04-08,488726,4,2,0,0.41600000000000004,4.0,2,0
2022-04-08,500743,4,1,0,0.446,4.0,3,0
2022-04-08,500871,5,1,2,1.7714880000000002,5.0,2,0
2022-04-08,502054,4,1,1,1.0487440000000001,4.0,2,0
2022-04-08,502110,5,0,0,1.206,5.0,5,0
2022-04-08,514888,4,2,0,1.47224,4.0,2,1
2022-04-08,514917,4,1,0,1.3559999999999999,4.0,3,0
2022-04-08,516416,4,0,1,1.699744,4.0,3,0
2022-04-08,516782,5,0,0,1.871,5.0,5,0
2022-04-08,518595,4,1,0,0.796,4.0,3,0
2022-04-08,518626,6,1,0,0.994,6.0,5,0
2022-04-08,518692,5,2,1,1.9639570000000002,5.0,1,0
2022-04-08,518735,4,0,1,1.8946487619047618,4.0,3,1
2022-04-08,518934,5,0,1,3.3927830869565216,5.0,3,1
2022-04-08,519058,4,2,0,0.314,4.0,2,0
2022-04-08,519203,5,0,1,2.7067129999999997,4.0,3,1
2022-04-08,519317,5,4,0,0.875,5.0,1,1
2022-04-08,519390,2,1,0,0.088,2.0,1,0
2022-04-08,527038,4,0,0,0.786,4.0,4,0
2022-04-08,541645,5,0,0,1.154,5.0,5,0
2022-04-08,542303,4,1,0,0.534,4.0,3,0
2022-04-08,542583,5,0,0,1.409,5.0,5,0
2022-04-08,543063,5,0,1,0.39,3.0,3,0
2022-04-08,543068,4,1,0,1.1818,4.0,3,0
2022-04-08,543257,5,2,1,2.266957,5.0,1,0
2022-04-08,543281,4,0,0,0.489,4.0,4,0
2022-04-08,543305,5,3,1,0.901,4.0,1,0
2022-04-08,543309,4,1,0,0.54,4.0,3,0
2022-04-08,543333,4,1,0,1.613,4.0,3,0
2022-04-08,543543,5,0,1,2.832999319148936,5.0,4,1
2022-04-08,543685,3,1,0,0.643,3.0,2,0
2022-04-08,543760,5,0,1,1.515744,5.0,4,0
2022-04-08,543807,5,3,2,1.377488,5.0,0,0
2022-04-08,543829,3,2,0,0.247,3.0,1,0
2022-04-08,543877,4,2,0,1.678213,4.0,1,0
2022-04-08,544369,4,1,0,0.485,4.0,3,0
2022-04-08,544725,4,1,0,0.868,4.0,3,0
2022-04-08,545341,4,0,1,1.249744,4.0,3,0
2022-04-08,545361,3,2,0,0.002,3.0,1,0
2022-04-08,547180,5,0,1,1.859744,5.0,4,0
2022-04-08,547989,4,1,1,1.6212995555555556,4.0,2,0
2022-04-08,553869,4,0,0,1.756675675675676,4.0,4,1
2022-04-08,553993,4,3,0,0.028,4.0,1,0
2022-04-08,570482,3,0,0,1.1949999999999998,3.0,3,1
2022-04-08,570731,4,0,0,2.157213,4.0,3,0
2022-04-08,571466,2,1,0,0.183,2.0,1,0
2022-04-08,571657,4,1,0,0.379,4.0,3,0
2022-04-08,571745,4,1,0,2.67175,4.0,3,1
2022-04-08,571771,5,1,1,1.2217440000000002,5.0,3,0
2022-04-08,571970,5,1,0,0.798,5.0,4,0
2022-04-08,571976,4,2,0,0.338,4.0,2,0
2022-04-08,571980,4,2,0,1.3815263157894735,4.0,2,1
2022-04-08,572039,2,0,0,0.7892129999999999,2.0,1,0
2022-04-08,572041,5,1,0,3.13823076923077,5.0,4,1
2022-04-08,572228,4,2,1,0.919744,4.0,1,0
2022-04-08,572233,3,1,0,0.07500000000000001,3.0,2,0
2022-04-08,572287,3,3,0,0.0,3.0,0,0
2022-04-08,573131,5,1,2,1.724488,5.0,2,0
2022-04-08,573262,3,0,1,0.7287440000000001,3.0,2,0
2022-04-08,578428,4,2,0,0.749,4.0,2,0
2022-04-08,592178,5,1,1,2.0480418723404252,5.0,3,1
2022-04-08,592192,5,1,2,2.396488,5.0,2,0
2022-04-08,592206,4,3,0,0.949,4.0,1,0
2022-04-08,592348,1,1,0,0.0,1.0,0,0
2022-04-08,592450,5,1,0,1.7489999999999999,5.0,4,1
2022-04-08,592518,5,2,0,1.286,5.0,3,0
2022-04-08,592626,2,1,1,0.688744,2.0,0,0
2022-04-08,592663,5,1,1,1.390744,5.0,3,0
2022-04-08,592696,4,0,1,1.282744,4.0,3,0
2022-04-08,593428,5,1,0,2.2191818181818186,5.0,4,1
2022-04-08,593871,4,0,1,0.946744,4.0,3,0
2022-04-08,593934,4,1,1,0.698744,4.0,2,0
2022-04-08,594777,4,0,0,0.898213,4.0,3,0
2022-04-08,594807,4,1,1,1.850744,4.0,2,1
2022-04-08,595281,3,1,0,0.427,3.0,2,0
2022-04-08,595751,5,1,0,1.6589999999999998,4.0,3,0
2022-04-08,595777,4,0,1,2.3042231666666666,4.0,3,1
2022-04-08,595879,5,2,0,2.326054054054054,5.0,3,1
2022-04-08,596019,3,1,1,1.408957,3.0,0,0
2022-04-08,596059,1,0,0,0.088,1.0,1,0
2022-04-08,596103,3,1,0,0.7879999999999999,3.0,2,0
2022-04-08,596115,5,1,0,0.20900000000000002,5.0,4,0
2022-04-08,596142,4,0,0,0.7678750000000001,4.0,4,0
2022-04-08,596146,3,0,1,1.670957,3.0,1,0
2022-04-08,596748,3,2,0,0.8640000000000001,3.0,1,1
2022-04-08,596847,1,0,1,0.688744,1.0,0,0
2022-04-08,598265,3,0,1,0.721744,3.0,2,0
2022-04-08,600869,4,1,0,2.6102708333333333,4.0,3,1
2022-04-08,602104,4,0,0,1.6312142857142857,4.0,4,0
2022-04-08,605119,1,1,0,0.0,1.0,0,0
2022-04-08,605137,4,0,0,3.590213,4.0,3,1
2022-04-08,605141,5,2,0,1.0912857142857142,5.0,3,0
2022-04-08,606115,4,1,0,0.9816111111111112,4.0,3,1
2022-04-08,606192,4,1,2,3.2936880000000004,4.0,1,1
2022-04-08,606466,4,1,0,1.5923600000000002,4.0,3,1
2022-04-08,606992,2,1,0,1.2992820512820518,2.0,1,1
2022-04-08,607043,5,3,0,1.044,5.0,2,0
2022-04-08,607208,5,2,0,0.878,5.0,3,0
2022-04-08,607732,4,0,0,2.227032258064516,4.0,4,1
2022-04-08,608324,4,0,0,1.5161666666666667,4.0,4,1
2022-04-08,608336,5,3,1,0.763744,5.0,1,0
2022-04-08,608348,4,2,0,1.108,4.0,2,0
2022-04-08,608369,5,1,1,1.930744,5.0,3,0
2022-04-08,608385,5,0,1,2.981744,5.0,4,0
2022-04-08,608686,2,0,0,1.028,2.0,2,0
2022-04-08,621020,4,1,2,2.472599111111111,4.0,1,1
2022-04-08,621035,4,1,0,1.381375,4.0,3,1
2022-04-08,621043,4,0,0,1.079,4.0,4,0
2022-04-08,621433,2,1,0,0.806,2.0,1,0
2022-04-08,621439,4,2,0,0.334,4.0,2,0
2022-04-08,621453,4,1,0,1.016,4.0,3,0
2022-04-08,621466,1,0,0,0.05,1.0,1,0
2022-04-08,621512,5,0,0,0.888,4.0,5,0
2022-04-08,621563,4,0,1,1.412744,4.0,3,0
2022-04-08,621566,5,1,0,3.6408918918918918,5.0,4,1
2022-04-08,622534,2,0,0,1.806,2.0,2,0
2022-04-08,622761,4,1,1,1.271744,4.0,2,0
2022-04-08,623912,3,1,0,0.384,3.0,2,0
2022-04-08,623993,4,1,1,2.239215698113208,4.0,2,1
2022-04-08,624413,5,2,0,1.66125,5.0,3,1
2022-04-08,624414,1,1,0,0.0,1.0,0,0
2022-04-08,624415,1,0,0,0.175,1.0,1,0
2022-04-08,624428,5,0,0,1.5908,5.0,5,0
2022-04-08,624585,5,2,0,0.505,5.0,3,0
2022-04-08,628450,4,1,0,1.0968333333333335,4.0,3,1
2022-04-08,628451,4,0,0,0.569,4.0,4,0
2022-04-08,630105,4,0,1,0.822,3.0,3,0
2022-04-08,640457,5,0,3,2.655232,5.0,2,0
2022-04-08,640461,4,0,0,2.518466666666667,4.0,4,1
2022-04-08,641355,4,0,0,0.289,4.0,4,0
2022-04-08,641432,4,0,0,0.8069999999999999,4.0,4,0
2022-04-08,641487,4,1,2,1.5904880000000001,4.0,1,0
2022-04-08,641584,4,0,1,2.440744,4.0,3,0
2022-04-08,641598,5,0,1,3.731744,5.0,4,1
2022-04-08,641645,2,0,0,0.94,2.0,2,0
2022-04-08,641820,4,2,0,0.8059999999999999,4.0,2,0
2022-04-08,641856,3,2,0,0.084,3.0,1,0
2022-04-08,641857,4,3,0,0.9049428571428568,4.0,1,1
2022-04-08,642086,1,1,0,0.0,1.0,0,0
2022-04-08,642180,4,1,0,0.9189999999999999,3.0,3,0
2022-04-08,642336,1,0,0,0.31,1.0,1,0
2022-04-08,642350,4,1,0,1.284,4.0,3,0
2022-04-08,642721,3,2,0,0.275,3.0,1,0
2022-04-08,642731,4,0,0,2.647384615384616,4.0,4,1
2022-04-08,643265,5,1,0,2.028938461538462,5.0,4,1
2022-04-08,643289,2,0,0,0.12100000000000001,2.0,2,0
2022-04-08,643376,4,0,1,2.5713239999999997,4.0,3,1
2022-04-08,643393,4,0,0,0.725,4.0,4,0
2022-04-08,643396,5,2,0,0.8959999999999999,5.0,3,0
2022-04-08,643446,5,0,1,2.678380363636364,5.0,4,1
2022-04-08,645277,5,2,1,1.385744,5.0,2,0
2022-04-08,646240,5,1,1,1.113774193548387,4.0,3,0
2022-04-08,649557,5,0,1,2.900539454545455,5.0,4,1
2022-04-08,650333,1,0,0,0.841,1.0,1,0
2022-04-08,650391,4,0,0,1.0590000000000002,4.0,4,0
2022-04-08,650402,1,0,0,0.595,1.0,1,0
2022-04-08,650490,4,0,0,1.083,4.0,4,0
2022-04-08,656305,4,3,0,0.014,4.0,1,0
2022-04-08,656403,2,2,0,0.0,2.0,0,0
2022-04-08,656555,4,1,1,2.229744,4.0,2,0
2022-04-08,656582,4,1,1,1.486744,4.0,2,0
2022-04-08,656775,5,3,0,1.127213,5.0,1,0
2022-04-08,656941,5,0,1,3.7548978461538467,5.0,4,1
2022-04-08,656976,3,1,0,0.058,3.0,2,0
2022-04-08,657077,5,2,0,1.0489333333333335,5.0,3,1
2022-04-08,660271,5,0,0,1.5655000000000001,5.0,5,0
2022-04-08,660688,4,0,0,1.758,4.0,4,0
2022-04-08,660821,5,0,1,2.276744,5.0,4,0
2022-04-08,662139,3,0,1,0.767744,3.0,2,0
2022-04-08,663586,5,0,2,2.8731546666666667,5.0,3,0
2022-04-08,663624,4,1,0,1.228,4.0,3,0
2022-04-08,663656,5,0,0,3.534537790697674,5.0,5,2
2022-04-08,663697,5,0,0,1.2017777777777778,5.0,5,1
2022-04-08,663698,4,2,1,2.610090153846154,4.0,1,1
2022-04-08,663728,4,1,2,1.613488,4.0,1,0
2022-04-08,663757,5,2,0,0.885,4.0,3,0
2022-04-08,663837,4,1,0,1.4599885714285716,4.0,3,1
2022-04-08,663886,4,0,0,1.13,4.0,4,0
2022-04-08,663898,4,2,0,0.506,4.0,2,0
2022-04-08,663993,5,1,0,1.282,5.0,4,0
2022-04-08,664034,5,1,2,2.892701,5.0,1,0
2022-04-08,664040,4,0,0,0.9681428571428572,4.0,4,0
2022-04-08,664058,4,0,0,0.423,4.0,4,0
2022-04-08,664913,4,1,0,1.2069714285714284,4.0,3,1
2022-04-08,665120,5,0,0,2.242,5.0,5,0
2022-04-08,665161,5,1,0,2.7158309523809523,5.0,4,2
2022-04-08,665489,4,0,0,2.7687187499999997,4.0,4,1
2022-04-08,665506,3,1,0,0.40700000000000003,3.0,2,0
2022-04-08,665742,4,0,1,1.979619,4.0,3,1
2022-04-08,665862,4,1,1,2.0867240000000007,4.0,2,1
2022-04-08,666135,4,3,0,0.11,4.0,1,0
2022-04-08,666139,4,1,2,1.379488,4.0,1,0
2022-04-08,666158,4,0,2,2.0244880000000003,4.0,2,0
2022-04-08,666176,2,2,0,0.0,2.0,0,0
2022-04-08,666179,1,0,0,0.01,1.0,1,0
2022-04-08,666182,4,0,0,2.17,4.0,4,0
2022-04-08,666915,5,2,0,0.907,5.0,3,0
2022-04-08,666969,4,0,1,2.8216286801346797,4.0,3,1
2022-04-08,666971,4,0,0,0.801,4.0,4,0
2022-04-08,668227,4,2,0,0.9289999999999999,4.0,2,0
2022-04-08,668731,4,1,0,0.185,4.0,3,0
2022-04-08,669016,4,0,0,1.674,4.0,4,0
2022-04-08,669221,4,2,0,0.5,4.0,2,0
2022-04-08,669222,4,1,0,0.8077272727272727,4.0,3,0
2022-04-08,669257,4,1,1,1.533744,4.0,2,0
2022-04-08,669289,3,0,0,1.850285714285714,3.0,3,2
2022-04-08,669309,1,1,0,0.0,1.0,0,0
2022-04-08,669394,4,0,1,1.033744,4.0,3,0
2022-04-08,669450,4,1,0,0.5980000000000001,4.0,3,0
2022-04-08,669720,4,2,1,0.709744,4.0,1,0
2022-04-08,670351,5,1,0,1.771464285714286,5.0,4,1
2022-04-08,670541,5,0,1,2.4422616470588236,5.0,4,1
2022-04-08,672284,4,2,0,0.2,4.0,2,0
2022-04-08,672386,4,1,0,0.22299999999999998,4.0,3,0
2022-04-08,672695,3,0,0,0.676,3.0,3,0
2022-04-08,673357,4,0,0,1.325,4.0,4,0
2022-04-08,675656,4,2,0,0.3584,4.0,2,0
2022-04-08,676801,1,0,0,0.292,1.0,1,0
2022-04-08,677551,4,0,0,2.416,4.0,4,0
2022-04-08,677594,4,2,0,0.7288,4.0,2,0
2022-04-08,679529,4,2,0,0.019999999999999997,4.0,2,0
2022-04-08,680777,3,0,1,1.716744,3.0,2,0
2022-04-08,681082,4,1,0,1.969,4.0,3,0
2022-04-08,682928,4,0,0,0.9917777777777778,4.0,4,0
2022-04-08,683734,4,0,0,4.27634375,4.0,4,2
2022-04-09,408234,4,2,1,1.611744,4.0,1,0
2022-04-09,425877,4,0,0,0.481,4.0,4,0
2022-04-09,443558,4,1,0,0.4,4.0,3,0
2022-04-09,444482,4,2,0,1.2947777777777778,4.0,2,1
2022-04-09,444876,3,1,0,0.187,3.0,2,0
2022-04-09,453568,4,2,0,0.07400000000000001,4.0,2,0
2022-04-09,455139,3,2,0,0.077,3.0,1,0
2022-04-09,457705,4,1,0,1.9692129999999999,4.0,2,0
2022-04-09,457759,4,1,0,0.6589999999999999,4.0,3,0
2022-04-09,458015,4,2,0,0.442,4.0,2,0
2022-04-09,462101,3,0,0,1.1935333333333333,3.0,3,0
2022-04-09,467793,3,0,1,0.780744,3.0,2,0
2022-04-09,474832,4,3,0,0.111,4.0,1,0
2022-04-09,476704,4,0,0,1.0670000000000002,4.0,4,0
2022-04-09,488726,4,0,1,1.106744,4.0,3,0
2022-04-09,488771,3,1,0,0.774213,3.0,1,0
2022-04-09,500743,4,0,0,0.996,4.0,4,0
2022-04-09,502054,4,0,2,1.552488,4.0,2,0
2022-04-09,502110,4,1,0,0.243,4.0,3,0
2022-04-09,502671,5,2,1,1.2827439999999999,5.0,2,0
2022-04-09,514888,4,0,0,0.435,4.0,4,0
2022-04-09,514917,4,1,0,0.33,4.0,3,0
2022-04-09,516416,4,0,0,2.191368421052632,4.0,4,1
2022-04-09,516782,5,1,0,0.979213,5.0,3,0
2022-04-09,518626,4,2,0,1.459,4.0,2,0
2022-04-09,518692,4,0,0,1.579574193548387,4.0,4,0
2022-04-09,518735,4,1,0,1.579471698113208,4.0,3,1
2022-04-09,518792,4,1,2,1.483488,4.0,1,0
2022-04-09,518934,3,1,1,0.947744,3.0,1,0
2022-04-09,519058,3,1,0,0.067,3.0,2,0
2022-04-09,519203,4,0,0,1.8311666666666662,4.0,4,1
2022-04-09,519317,3,0,0,2.906,3.0,3,1
2022-04-09,521692,4,0,0,1.0512758620689655,4.0,4,1
2022-04-09,527038,4,1,0,1.3324791666666667,4.0,3,1
2022-04-09,541645,4,3,0,0.118,4.0,1,0
2022-04-09,542303,4,0,0,1.9969999999999999,4.0,4,0
2022-04-09,542364,5,1,1,1.273744,5.0,3,0
2022-04-09,542583,4,1,0,0.4607777777777778,4.0,3,0
2022-04-09,542932,3,0,1,1.2477440000000002,3.0,2,0
2022-04-09,543063,4,1,0,0.9734285714285713,4.0,3,1
2022-04-09,543068,4,1,0,0.9670000000000001,4.0,3,0
2022-04-09,543105,4,2,1,1.2652894545454547,4.0,1,0
2022-04-09,543257,4,0,0,1.119,4.0,4,0
2022-04-09,543281,4,0,0,2.910636363636364,4.0,4,1
2022-04-09,543309,3,1,0,1.3519999999999999,3.0,2,1
2022-04-09,543333,4,1,0,1.576,4.0,3,0
2022-04-09,543510,4,1,0,1.246,4.0,3,0
2022-04-09,543543,4,0,0,1.18,4.0,4,0
2022-04-09,543592,4,0,1,1.515744,4.0,3,0
2022-04-09,543685,4,2,2,1.377488,4.0,0,0
2022-04-09,543760,4,2,0,0.40900000000000003,4.0,2,0
2022-04-09,543807,5,1,0,1.576,5.0,4,0
2022-04-09,543877,4,1,0,0.05499999999999999,4.0,3,0
2022-04-09,543939,3,0,0,0.34700000000000003,3.0,3,0
2022-04-09,544369,4,2,0,0.151,4.0,2,0
2022-04-09,544725,4,1,0,0.362,4.0,3,0
2022-04-09,545350,1,1,0,0.0,1.0,0,0
2022-04-09,545358,3,2,0,1.2202978723404252,3.0,1,1
2022-04-09,545361,4,0,0,3.33,4.0,4,1
2022-04-09,547180,4,1,0,2.088213,4.0,2,0
2022-04-09,547379,4,1,0,2.1870416666666666,4.0,3,1
2022-04-09,547989,4,0,0,1.476,4.0,4,0
2022-04-09,553869,1,1,0,0.0,1.0,0,0
2022-04-09,570731,4,1,0,1.17,4.0,3,0
2022-04-09,571448,4,0,0,1.742,4.0,4,1
2022-04-09,571657,3,1,0,0.183,3.0,2,0
2022-04-09,571745,4,1,0,0.406,4.0,3,0
2022-04-09,571771,5,2,0,0.919,5.0,3,0
2022-04-09,571970,4,2,0,0.277,4.0,2,0
2022-04-09,571976,4,1,0,0.397,4.0,3,0
2022-04-09,571980,3,0,0,1.0350000000000001,3.0,3,0
2022-04-09,572039,3,1,0,1.339,3.0,2,0
2022-04-09,572041,2,0,0,0.857,2.0,2,0
2022-04-09,572191,3,0,0,0.8653684210526317,3.0,3,0
2022-04-09,572228,4,0,1,1.964744,4.0,3,0
2022-04-09,572233,4,1,0,0.8979999999999999,4.0,3,0
2022-04-09,572816,4,1,0,0.576,4.0,3,0
2022-04-09,572863,1,1,0,0.0,1.0,0,0
2022-04-09,573131,4,2,0,0.907,4.0,2,0
2022-04-09,573262,3,2,0,0.153,3.0,1,0
2022-04-09,575929,5,1,1,3.149584906976744,5.0,2,1
2022-04-09,578428,3,0,0,0.936213,3.0,2,0
2022-04-09,592178,4,1,0,0.958,4.0,3,0
2022-04-09,592206,4,1,0,1.9332708333333333,4.0,3,1
2022-04-09,592273,1,1,0,0.0,1.0,0,0
2022-04-09,592325,3,0,1,0.929744,3.0,2,0
2022-04-09,592348,3,1,0,0.351,3.0,2,0
