game_pk,date,season,away_team_id,away_team,home_team_id,home_team,venue_id,venue_name,away_1st_runs,home_1st_runs,top_1st_scored,bottom_1st_scored,nrfi,yrfi,total_1st_runs
661042,2022-04-07,2022,117,Houston Astros,108,Los Angeles Angels,1,Angel Stadium,0,0,0,0,1,0,0
661577,2022-04-07,2022,113,Cincinnati Reds,144,Atlanta Braves,4705,Truist Park,0,0,0,0,1,0,0
662021,2022-04-07,2022,134,Pittsburgh Pirates,138,St. Louis Cardinals,2889,Busch Stadium,0,1,0,1,0,1,1
662571,2022-04-07,2022,121,New York Mets,120,Washington Nationals,3309,Nationals Park,0,0,0,0,1,0,0
662766,2022-04-07,2022,114,Cleveland Guardians,118,Kansas City Royals,7,Kauffman Stadium,0,0,0,0,1,0,0
663178,2022-04-07,2022,158,Milwaukee Brewers,112,Chicago Cubs,17,Wrigley Field,0,0,0,0,1,0,0
663418,2022-04-07,2022,135,San Diego Padres,109,Arizona Diamondbacks,15,Chase Field,0,0,0,0,1,0,0
661041,2022-04-08,2022,117,Houston Astros,108,Los Angeles Angels,1,Angel Stadium,1,2,1,1,0,1,3
661131,2022-04-08,2022,133,Oakland Athletics,143,Philadelphia Phillies,2681,Citizens Bank Park,0,1,0,1,0,1,1
661333,2022-04-08,2022,111,Boston Red Sox,147,New York Yankees,3313,Yankee Stadium,3,2,1,1,0,1,5
661576,2022-04-08,2022,113,Cincinnati Reds,144,Atlanta Braves,4705,Truist Park,0,0,0,0,1,0,0
661750,2022-04-08,2022,136,Seattle Mariners,142,Minnesota Twins,3312,Target Field,2,0,1,0,0,1,2
661782,2022-04-08,2022,140,Texas Rangers,141,Toronto Blue Jays,14,Rogers Centre,4,0,1,0,0,1,4
661918,2022-04-08,2022,110,Baltimore Orioles,139,Tampa Bay Rays,12,Tropicana Field,0,0,0,0,1,0,0
662124,2022-04-08,2022,146,Miami Marlins,137,San Francisco Giants,2395,Oracle Park,0,0,0,0,1,0,0
662559,2022-04-08,2022,121,New York Mets,120,Washington Nationals,3309,Nationals Park,0,0,0,0,1,0,0
662888,2022-04-08,2022,145,Chicago White Sox,116,Detroit Tigers,2394,Comerica Park,1,0,1,0,0,1,1
662933,2022-04-08,2022,119,Los Angeles Dodgers,115,Colorado Rockies,19,Coors Field,0,0,0,0,1,0,0
663417,2022-04-08,2022,135,San Diego Padres,109,Arizona Diamondbacks,15,Chase Field,0,0,0,0,1,0,0
661040,2022-04-09,2022,117,Houston Astros,108,Los Angeles Angels,1,Angel Stadium,0,0,0,0,1,0,0
661130,2022-04-09,2022,133,Oakland Athletics,143,Philadelphia Phillies,2681,Citizens Bank Park,0,2,0,1,0,1,2
661332,2022-04-09,2022,111,Boston Red Sox,147,New York Yankees,3313,Yankee Stadium,0,0,0,0,1,0,0
661575,2022-04-09,2022,113,Cincinnati Reds,144,Atlanta Braves,4705,Truist Park,0,2,0,1,0,1,2
661756,2022-04-09,2022,136,Seattle Mariners,142,Minnesota Twins,3312,Target Field,0,1,0,1,0,1,1
661803,2022-04-09,2022,140,Texas Rangers,141,Toronto Blue Jays,14,Rogers Centre,0,2,0,1,0,1,2
661917,2022-04-09,2022,110,Baltimore Orioles,139,Tampa Bay Rays,12,Tropicana Field,0,0,0,0,1,0,0
662020,2022-04-09,2022,134,Pittsburgh Pirates,138,St. Louis Cardinals,2889,Busch Stadium,1,1,1,1,0,1,2
662123,2022-04-09,2022,146,Miami Marlins,137,San Francisco Giants,2395,Oracle Park,0,0,0,0,1,0,0
662588,2022-04-09,2022,121,New York Mets,120,Washington Nationals,3309,Nationals Park,0,0,0,0,1,0,0
662765,2022-04-09,2022,114,Cleveland Guardians,118,Kansas City Royals,7,Kauffman Stadium,0,0,0,0,1,0,0
662864,2022-04-09,2022,145,Chicago White Sox,116,Detroit Tigers,2394,Comerica Park,2,0,1,0,0,1,2
662931,2022-04-09,2022,119,Los Angeles Dodgers,115,Colorado Rockies,19,Coors Field,0,1,0,1,0,1,1
663205,2022-04-09,2022,158,Milwaukee Brewers,112,Chicago Cubs,17,Wrigley Field,0,3,0,1,0,1,3
663404,2022-04-09,2022,135,San Diego Padres,109,Arizona Diamondbacks,15,Chase Field,0,1,0,1,0,1,1
661039,2022-04-10,2022,117,Houston Astros,108,Los Angeles Angels,1,Angel Stadium,0,0,0,0,1,0,0
661129,2022-04-10,2022,133,Oakland Athletics,143,Philadelphia Phillies,2681,Citizens Bank Park,0,0,0,0,1,0,0
661316,2022-04-10,2022,111,Boston Red Sox,147,New York Yankees,3313,Yankee Stadium,2,0,1,0,0,1,2
661573,2022-04-10,2022,113,Cincinnati Reds,144,Atlanta Braves,4705,Truist Park,0,0,0,0,1,0,0
661738,2022-04-10,2022,136,Seattle Mariners,142,Minnesota Twins,3312,Target Field,0,5,0,1,0,1,5
661802,2022-04-10,2022,140,Texas Rangers,141,Toronto Blue Jays,14,Rogers Centre,0,4,0,1,0,1,4
661916,2022-04-10,2022,110,Baltimore Orioles,139,Tampa Bay Rays,12,Tropicana Field,0,0,0,0,1,0,0
662019,2022-04-10,2022,134,Pittsburgh Pirates,138,St. Louis Cardinals,2889,Busch Stadium,0,3,0,1,0,1,3
662122,2022-04-10,2022,146,Miami Marlins,137,San Francisco Giants,2395,Oracle Park,0,0,0,0,1,0,0
662570,2022-04-10,2022,121,New York Mets,120,Washington Nationals,3309,Nationals Park,0,1,0,1,0,1,1
662755,2022-04-10,2022,114,Cleveland Guardians,118,Kansas City Royals,7,Kauffman Stadium,6,0,1,0,0,1,6
662887,2022-04-10,2022,145,Chicago White Sox,116,Detroit Tigers,2394,Comerica Park,2,0,1,0,0,1,2
662934,2022-04-10,2022,119,Los Angeles Dodgers,115,Colorado Rockies,19,Coors Field,0,3,0,1,0,1,3
663204,2022-04-10,2022,158,Milwaukee Brewers,112,Chicago Cubs,17,Wrigley Field,0,3,0,1,0,1,3
663395,2022-04-10,2022,135,San Diego Padres,109,Arizona Diamondbacks,15,Chase Field,0,0,0,0,1,0,0
661036,2022-04-11,2022,146,Miami Marlins,108,Los Angeles Angels,1,Angel Stadium,0,3,0,1,0,1,3
661315,2022-04-11,2022,141,Toronto Blue Jays,147,New York Yankees,3313,Yankee Stadium,0,0,0,0,1,0,0
661572,2022-04-11,2022,120,Washington Nationals,144,Atlanta Braves,4705,Truist Park,0,1,0,1,0,1,1
661637,2022-04-11,2022,121,New York Mets,143,Philadelphia Phillies,2681,Citizens Bank Park,3,0,1,0,0,1,3
661754,2022-04-11,2022,136,Seattle Mariners,142,Minnesota Twins,3312,Target Field,0,1,0,1,0,1,1
661915,2022-04-11,2022,133,Oakland Athletics,139,Tampa Bay Rays,12,Tropicana Field,4,0,1,0,0,1,4
662042,2022-04-11,2022,115,Colorado Rockies,140,Texas Rangers,5325,Globe Life Field,1,0,1,0,0,1,1
662116,2022-04-11,2022,135,San Diego Padres,137,San Francisco Giants,2395,Oracle Park,0,0,0,0,1,0,0
662754,2022-04-11,2022,114,Cleveland Guardians,118,Kansas City Royals,7,Kauffman Stadium,2,0,1,0,0,1,2
662863,2022-04-11,2022,111,Boston Red Sox,116,Detroit Tigers,2394,Comerica Park,0,1,0,1,0,1,1
663403,2022-04-11,2022,158,Milwaukee Brewers,110,Baltimore Orioles,2,Oriole Park at Camden Yards,0,0,0,0,1,0,0
661038,2022-04-12,2022,146,Miami Marlins,108,Los Angeles Angels,1,Angel Stadium,0,0,0,0,1,0,0
661314,2022-04-12,2022,141,Toronto Blue Jays,147,New York Yankees,3313,Yankee Stadium,0,0,0,0,1,0,0
661538,2022-04-12,2022,136,Seattle Mariners,145,Chicago White Sox,4,Guaranteed Rate Field,0,0,0,0,1,0,0
661571,2022-04-12,2022,120,Washington Nationals,144,Atlanta Braves,4705,Truist Park,1,0,1,0,0,1,1
661636,2022-04-12,2022,121,New York Mets,143,Philadelphia Phillies,2681,Citizens Bank Park,0,0,0,0,1,0,0
661753,2022-04-12,2022,119,Los Angeles Dodgers,142,Minnesota Twins,3312,Target Field,0,0,0,0,1,0,0
661944,2022-04-12,2022,133,Oakland Athletics,139,Tampa Bay Rays,12,Tropicana Field,3,1,1,1,0,1,4
661995,2022-04-12,2022,115,Colorado Rockies,140,Texas Rangers,5325,Globe Life Field,0,0,0,0,1,0,0
662017,2022-04-12,2022,118,Kansas City Royals,138,St. Louis Cardinals,2889,Busch Stadium,0,3,0,1,0,1,3
662104,2022-04-12,2022,135,San Diego Padres,137,San Francisco Giants,2395,Oracle Park,0,6,0,1,0,1,6
662318,2022-04-12,2022,112,Chicago Cubs,134,Pittsburgh Pirates,31,PNC Park,0,0,0,0,1,0,0
662862,2022-04-12,2022,111,Boston Red Sox,116,Detroit Tigers,2394,Comerica Park,0,0,0,0,1,0,0
663088,2022-04-12,2022,114,Cleveland Guardians,113,Cincinnati Reds,2602,Great American Ball Park,0,0,0,0,1,0,0
663295,2022-04-12,2022,158,Milwaukee Brewers,110,Baltimore Orioles,2,Oriole Park at Camden Yards,2,0,1,0,0,1,2
663411,2022-04-12,2022,117,Houston Astros,109,Arizona Diamondbacks,15,Chase Field,0,0,0,0,1,0,0
661313,2022-04-13,2022,141,Toronto Blue Jays,147,New York Yankees,3313,Yankee Stadium,1,0,1,0,0,1,1
661530,2022-04-13,2022,136,Seattle Mariners,145,Chicago White Sox,4,Guaranteed Rate Field,1,0,1,0,0,1,1
661570,2022-04-13,2022,120,Washington Nationals,144,Atlanta Braves,4705,Truist Park,2,0,1,0,0,1,2
661643,2022-04-13,2022,121,New York Mets,143,Philadelphia Phillies,2681,Citizens Bank Park,0,0,0,0,1,0,0
661734,2022-04-13,2022,119,Los Angeles Dodgers,142,Minnesota Twins,3312,Target Field,2,0,1,0,0,1,2
661943,2022-04-13,2022,133,Oakland Athletics,139,Tampa Bay Rays,12,Tropicana Field,0,0,0,0,1,0,0
662115,2022-04-13,2022,135,San Diego Padres,137,San Francisco Giants,2395,Oracle Park,1,0,1,0,0,1,1
662317,2022-04-13,2022,112,Chicago Cubs,134,Pittsburgh Pirates,31,PNC Park,1,3,1,1,0,1,4
662885,2022-04-13,2022,111,Boston Red Sox,116,Detroit Tigers,2394,Comerica Park,0,1,0,1,0,1,1
663117,2022-04-13,2022,114,Cleveland Guardians,113,Cincinnati Reds,2602,Great American Ball Park,0,0,0,0,1,0,0
663341,2022-04-13,2022,117,Houston Astros,109,Arizona Diamondbacks,15,Chase Field,0,0,0,0,1,0,0
663433,2022-04-13,2022,158,Milwaukee Brewers,110,Baltimore Orioles,2,Oriole Park at Camden Yards,0,0,0,0,1,0,0
661292,2022-04-14,2022,138,St. Louis Cardinals,158,Milwaukee Brewers,32,American Family Field,0,1,0,1,0,1,1
661312,2022-04-14,2022,141,Toronto Blue Jays,147,New York Yankees,3313,Yankee Stadium,0,0,0,0,1,0,0
661418,2022-04-14,2022,143,Philadelphia Phillies,146,Miami Marlins,4169,loanDepot park,1,0,1,0,0,1,1
661529,2022-04-14,2022,136,Seattle Mariners,145,Chicago White Sox,4,Guaranteed Rate Field,0,0,0,0,1,0,0
661942,2022-04-14,2022,133,Oakland Athletics,139,Tampa Bay Rays,12,Tropicana Field,0,0,0,0,1,0,0
661993,2022-04-14,2022,108,Los Angeles Angels,140,Texas Rangers,5325,Globe Life Field,2,0,1,0,0,1,2
662237,2022-04-14,2022,144,Atlanta Braves,135,San Diego Padres,2680,Petco Park,0,3,0,1,0,1,3
662307,2022-04-14,2022,120,Washington Nationals,134,Pittsburgh Pirates,31,PNC Park,3,1,1,1,0,1,4
662627,2022-04-14,2022,113,Cincinnati Reds,119,Los Angeles Dodgers,22,Dodger Stadium,0,3,0,1,0,1,3
662702,2022-04-14,2022,116,Detroit Tigers,118,Kansas City Royals,7,Kauffman Stadium,0,0,0,0,1,0,0
662950,2022-04-14,2022,112,Chicago Cubs,115,Colorado Rockies,19,Coors Field,3,0,1,0,0,1,3
661267,2022-04-15,2022,138,St. Louis Cardinals,158,Milwaukee Brewers,32,American Family Field,4,0,1,0,0,1,4
661417,2022-04-15,2022,143,Philadelphia Phillies,146,Miami Marlins,4169,loanDepot park,0,2,0,1,0,1,2
661528,2022-04-15,2022,139,Tampa Bay Rays,145,Chicago White Sox,4,Guaranteed Rate Field,0,0,0,0,1,0,0
661792,2022-04-15,2022,133,Oakland Athletics,141,Toronto Blue Jays,14,Rogers Centre,0,1,0,1,0,1,1
662014,2022-04-15,2022,108,Los Angeles Angels,140,Texas Rangers,5325,Globe Life Field,1,0,1,0,0,1,1
662192,2022-04-15,2022,117,Houston Astros,136,Seattle Mariners,680,T-Mobile Park,0,1,0,1,0,1,1
662236,2022-04-15,2022,144,Atlanta Braves,135,San Diego Padres,2680,Petco Park,0,0,0,0,1,0,0
662291,2022-04-15,2022,120,Washington Nationals,134,Pittsburgh Pirates,31,PNC Park,2,0,1,0,0,1,2
662485,2022-04-15,2022,109,Arizona Diamondbacks,121,New York Mets,3289,Citi Field,0,1,0,1,0,1,1
662620,2022-04-15,2022,113,Cincinnati Reds,119,Los Angeles Dodgers,22,Dodger Stadium,0,0,0,0,1,0,0
662701,2022-04-15,2022,116,Detroit Tigers,118,Kansas City Royals,7,Kauffman Stadium,0,0,0,0,1,0,0
662960,2022-04-15,2022,112,Chicago Cubs,115,Colorado Rockies,19,Coors Field,0,0,0,0,1,0,0
663136,2022-04-15,2022,137,San Francisco Giants,114,Cleveland Guardians,5,Progressive Field,0,0,0,0,1,0,0
663265,2022-04-15,2022,142,Minnesota Twins,111,Boston Red Sox,3,Fenway Park,1,0,1,0,0,1,1
663357,2022-04-15,2022,147,New York Yankees,110,Baltimore Orioles,2,Oriole Park at Camden Yards,0,0,0,0,1,0,0
661335,2022-04-16,2022,138,St. Louis Cardinals,158,Milwaukee Brewers,32,American Family Field,0,0,0,0,1,0,0
661416,2022-04-16,2022,143,Philadelphia Phillies,146,Miami Marlins,4169,loanDepot park,2,0,1,0,0,1,2
661527,2022-04-16,2022,139,Tampa Bay Rays,145,Chicago White Sox,4,Guaranteed Rate Field,1,0,1,0,0,1,1
661759,2022-04-16,2022,133,Oakland Athletics,141,Toronto Blue Jays,14,Rogers Centre,0,1,0,1,0,1,1
661981,2022-04-16,2022,108,Los Angeles Angels,140,Texas Rangers,5325,Globe Life Field,0,0,0,0,1,0,0
662206,2022-04-16,2022,117,Houston Astros,136,Seattle Mariners,680,T-Mobile Park,0,0,0,0,1,0,0
662235,2022-04-16,2022,144,Atlanta Braves,135,San Diego Padres,2680,Petco Park,1,0,1,0,0,1,1
662290,2022-04-16,2022,120,Washington Nationals,134,Pittsburgh Pirates,31,PNC Park,0,0,0,0,1,0,0
662619,2022-04-16,2022,113,Cincinnati Reds,119,Los Angeles Dodgers,22,Dodger Stadium,0,0,0,0,1,0,0
662626,2022-04-16,2022,109,Arizona Diamondbacks,121,New York Mets,3289,Citi Field,0,0,0,0,1,0,0
662798,2022-04-16,2022,116,Detroit Tigers,118,Kansas City Royals,7,Kauffman Stadium,0,1,0,1,0,1,1
662966,2022-04-16,2022,112,Chicago Cubs,115,Colorado Rockies,19,Coors Field,0,0,0,0,1,0,0
663076,2022-04-16,2022,137,San Francisco Giants,114,Cleveland Guardians,5,Progressive Field,0,1,0,1,0,1,1
663238,2022-04-16,2022,142,Minnesota Twins,111,Boston Red Sox,3,Fenway Park,0,0,0,0,1,0,0
663266,2022-04-16,2022,147,New York Yankees,110,Baltimore Orioles,2,Oriole Park at Camden Yards,0,0,0,0,1,0,0
661226,2022-04-17,2022,138,St. Louis Cardinals,158,Milwaukee Brewers,32,American Family Field,0,3,0,1,0,1,3
661415,2022-04-17,2022,143,Philadelphia Phillies,146,Miami Marlins,4169,loanDepot park,0,0,0,0,1,0,0
661462,2022-04-17,2022,139,Tampa Bay Rays,145,Chicago White Sox,4,Guaranteed Rate Field,4,0,1,0,0,1,4
661804,2022-04-17,2022,133,Oakland Athletics,141,Toronto Blue Jays,14,Rogers Centre,0,1,0,1,0,1,1
662038,2022-04-17,2022,108,Los Angeles Angels,140,Texas Rangers,5325,Globe Life Field,1,0,1,0,0,1,1
662174,2022-04-17,2022,117,Houston Astros,136,Seattle Mariners,680,T-Mobile Park,0,1,0,1,0,1,1
662234,2022-04-17,2022,144,Atlanta Braves,135,San Diego Padres,2680,Petco Park,0,0,0,0,1,0,0
662294,2022-04-17,2022,120,Washington Nationals,134,Pittsburgh Pirates,31,PNC Park,0,0,0,0,1,0,0
662618,2022-04-17,2022,113,Cincinnati Reds,119,Los Angeles Dodgers,22,Dodger Stadium,0,0,0,0,1,0,0
662625,2022-04-17,2022,109,Arizona Diamondbacks,121,New York Mets,3289,Citi Field,0,0,0,0,1,0,0
662930,2022-04-17,2022,112,Chicago Cubs,115,Colorado Rockies,19,Coors Field,1,0,1,0,0,1,1
663132,2022-04-17,2022,137,San Francisco Giants,114,Cleveland Guardians,5,Progressive Field,0,0,0,0,1,0,0
663308,2022-04-17,2022,142,Minnesota Twins,111,Boston Red Sox,3,Fenway Park,0,0,0,0,1,0,0
663365,2022-04-17,2022,147,New York Yankees,110,Baltimore Orioles,2,Oriole Park at Camden Yards,0,0,0,0,1,0,0
661242,2022-04-18,2022,134,Pittsburgh Pirates,158,Milwaukee Brewers,32,American Family Field,0,1,0,1,0,1,1
662233,2022-04-18,2022,113,Cincinnati Reds,135,San Diego Padres,2680,Petco Park,1,2,1,1,0,1,3
662407,2022-04-18,2022,110,Baltimore Orioles,133,Oakland Athletics,10,Oakland Coliseum,0,1,0,1,0,1,1
662617,2022-04-18,2022,144,Atlanta Braves,119,Los Angeles Dodgers,22,Dodger Stadium,0,1,0,1,0,1,1
662928,2022-04-18,2022,108,Los Angeles Angels,117,Houston Astros,2392,Minute Maid Park,0,2,0,1,0,1,2
662929,2022-04-18,2022,143,Philadelphia Phillies,115,Colorado Rockies,19,Coors Field,0,0,0,0,1,0,0
663197,2022-04-18,2022,139,Tampa Bay Rays,112,Chicago Cubs,17,Wrigley Field,0,0,0,0,1,0,0
663236,2022-04-18,2022,142,Minnesota Twins,111,Boston Red Sox,3,Fenway Park,2,0,1,0,0,1,2
661211,2022-04-19,2022,134,Pittsburgh Pirates,158,Milwaukee Brewers,32,American Family Field,0,0,0,0,1,0,0
661405,2022-04-19,2022,138,St. Louis Cardinals,146,Miami Marlins,4169,loanDepot park,0,0,0,0,1,0,0
662161,2022-04-19,2022,140,Texas Rangers,136,Seattle Mariners,680,T-Mobile Park,0,3,0,1,0,1,3
662232,2022-04-19,2022,113,Cincinnati Reds,135,San Diego Padres,2680,Petco Park,1,3,1,1,0,1,4
662350,2022-04-19,2022,137,San Francisco Giants,121,New York Mets,3289,Citi Field,0,1,0,1,0,1,1
662406,2022-04-19,2022,110,Baltimore Orioles,133,Oakland Athletics,10,Oakland Coliseum,1,0,1,0,0,1,1
662583,2022-04-19,2022,109,Arizona Diamondbacks,120,Washington Nationals,3309,Nationals Park,0,0,0,0,1,0,0
662587,2022-04-19,2022,109,Arizona Diamondbacks,120,Washington Nationals,3309,Nationals Park,0,0,0,0,1,0,0
662616,2022-04-19,2022,137,San Francisco Giants,121,New York Mets,3289,Citi Field,0,0,0,0,1,0,0
662717,2022-04-19,2022,144,Atlanta Braves,119,Los Angeles Dodgers,22,Dodger Stadium,0,0,0,0,1,0,0
662753,2022-04-19,2022,142,Minnesota Twins,118,Kansas City Royals,7,Kauffman Stadium,0,0,0,0,1,0,0
662896,2022-04-19,2022,147,New York Yankees,116,Detroit Tigers,2394,Comerica Park,2,0,1,0,0,1,2
662925,2022-04-19,2022,143,Philadelphia Phillies,115,Colorado Rockies,19,Coors Field,1,0,1,0,0,1,1
662927,2022-04-19,2022,108,Los Angeles Angels,117,Houston Astros,2392,Minute Maid Park,0,0,0,0,1,0,0
663196,2022-04-19,2022,139,Tampa Bay Rays,112,Chicago Cubs,17,Wrigley Field,0,0,0,0,1,0,0
663249,2022-04-19,2022,141,Toronto Blue Jays,111,Boston Red Sox,3,Fenway Park,0,0,0,0,1,0,0
661203,2022-04-20,2022,134,Pittsburgh Pirates,158,Milwaukee Brewers,32,American Family Field,0,0,0,0,1,0,0
661404,2022-04-20,2022,138,St. Louis Cardinals,146,Miami Marlins,4169,loanDepot park,0,0,0,0,1,0,0
662178,2022-04-20,2022,140,Texas Rangers,136,Seattle Mariners,680,T-Mobile Park,0,0,0,0,1,0,0
662231,2022-04-20,2022,113,Cincinnati Reds,135,San Diego Padres,2680,Petco Park,0,0,0,0,1,0,0
662349,2022-04-20,2022,137,San Francisco Giants,121,New York Mets,3289,Citi Field,3,0,1,0,0,1,3
662392,2022-04-20,2022,110,Baltimore Orioles,133,Oakland Athletics,10,Oakland Coliseum,0,0,0,0,1,0,0
662560,2022-04-20,2022,109,Arizona Diamondbacks,120,Washington Nationals,3309,Nationals Park,0,0,0,0,1,0,0
662703,2022-04-20,2022,142,Minnesota Twins,118,Kansas City Royals,7,Kauffman Stadium,0,1,0,1,0,1,1
662734,2022-04-20,2022,144,Atlanta Braves,119,Los Angeles Dodgers,22,Dodger Stadium,0,2,0,1,0,1,2
662861,2022-04-20,2022,147,New York Yankees,116,Detroit Tigers,2394,Comerica Park,0,0,0,0,1,0,0
662924,2022-04-20,2022,143,Philadelphia Phillies,115,Colorado Rockies,19,Coors Field,0,2,0,1,0,1,2
662926,2022-04-20,2022,108,Los Angeles Angels,117,Houston Astros,2392,Minute Maid Park,6,0,1,0,0,1,6
663075,2022-04-20,2022,145,Chicago White Sox,114,Cleveland Guardians,5,Progressive Field,0,1,0,1,0,1,1
663094,2022-04-20,2022,145,Chicago White Sox,114,Cleveland Guardians,5,Progressive Field,0,1,0,1,0,1,1
663146,2022-04-20,2022,139,Tampa Bay Rays,112,Chicago Cubs,17,Wrigley Field,4,0,1,0,0,1,4
663247,2022-04-20,2022,141,Toronto Blue Jays,111,Boston Red Sox,3,Fenway Park,0,1,0,1,0,1,1
661391,2022-04-21,2022,138,St. Louis Cardinals,146,Miami Marlins,4169,loanDepot park,0,0,0,0,1,0,0
662177,2022-04-21,2022,140,Texas Rangers,136,Seattle Mariners,680,T-Mobile Park,0,5,0,1,0,1,5
662391,2022-04-21,2022,110,Baltimore Orioles,133,Oakland Athletics,10,Oakland Coliseum,0,0,0,0,1,0,0
662558,2022-04-21,2022,109,Arizona Diamondbacks,120,Washington Nationals,3309,Nationals Park,1,0,1,0,0,1,1
662593,2022-04-21,2022,137,San Francisco Giants,121,New York Mets,3289,Citi Field,0,1,0,1,0,1,1
662742,2022-04-21,2022,142,Minnesota Twins,118,Kansas City Royals,7,Kauffman Stadium,0,0,0,0,1,0,0
662850,2022-04-21,2022,147,New York Yankees,116,Detroit Tigers,2394,Comerica Park,0,0,0,0,1,0,0
663093,2022-04-21,2022,145,Chicago White Sox,114,Cleveland Guardians,5,Progressive Field,0,0,0,0,1,0,0
663145,2022-04-21,2022,134,Pittsburgh Pirates,112,Chicago Cubs,17,Wrigley Field,0,2,0,1,0,1,2
663225,2022-04-21,2022,141,Toronto Blue Jays,111,Boston Red Sox,3,Fenway Park,0,0,0,0,1,0,0
661037,2022-04-22,2022,110,Baltimore Orioles,108,Los Angeles Angels,1,Angel Stadium,0,0,0,0,1,0,0
661311,2022-04-22,2022,114,Cleveland Guardians,147,New York Yankees,3313,Yankee Stadium,0,0,0,0,1,0,0
661569,2022-04-22,2022,146,Miami Marlins,144,Atlanta Braves,4705,Truist Park,0,1,0,1,0,1,1
661621,2022-04-22,2022,158,Milwaukee Brewers,143,Philadelphia Phillies,2681,Citizens Bank Park,0,1,0,1,0,1,1
661755,2022-04-22,2022,145,Chicago White Sox,142,Minnesota Twins,3312,Target Field,0,0,0,0,1,0,0
661914,2022-04-22,2022,111,Boston Red Sox,139,Tampa Bay Rays,12,Tropicana Field,2,1,1,1,0,1,3
662175,2022-04-22,2022,118,Kansas City Royals,136,Seattle Mariners,680,T-Mobile Park,0,0,0,0,1,0,0
662230,2022-04-22,2022,119,Los Angeles Dodgers,135,San Diego Padres,2680,Petco Park,0,0,0,0,1,0,0
662390,2022-04-22,2022,140,Texas Rangers,133,Oakland Athletics,10,Oakland Coliseum,0,0,0,0,1,0,0
662557,2022-04-22,2022,137,San Francisco Giants,120,Washington Nationals,3309,Nationals Park,0,0,0,0,1,0,0
662922,2022-04-22,2022,141,Toronto Blue Jays,117,Houston Astros,2392,Minute Maid Park,0,0,0,0,1,0,0
663169,2022-04-22,2022,138,St. Louis Cardinals,113,Cincinnati Reds,2602,Great American Ball Park,1,0,1,0,0,1,1
663195,2022-04-22,2022,134,Pittsburgh Pirates,112,Chicago Cubs,17,Wrigley Field,0,0,0,0,1,0,0
663394,2022-04-22,2022,121,New York Mets,109,Arizona Diamondbacks,15,Chase Field,0,0,0,0,1,0,0
661035,2022-04-23,2022,110,Baltimore Orioles,108,Los Angeles Angels,1,Angel Stadium,2,1,1,1,0,1,3
661310,2022-04-23,2022,114,Cleveland Guardians,147,New York Yankees,3313,Yankee Stadium,0,0,0,0,1,0,0
661568,2022-04-23,2022,146,Miami Marlins,144,Atlanta Braves,4705,Truist Park,1,1,1,1,0,1,2
661620,2022-04-23,2022,158,Milwaukee Brewers,143,Philadelphia Phillies,2681,Citizens Bank Park,0,1,0,1,0,1,1
661752,2022-04-23,2022,145,Chicago White Sox,142,Minnesota Twins,3312,Target Field,0,1,0,1,0,1,1
661941,2022-04-23,2022,111,Boston Red Sox,139,Tampa Bay Rays,12,Tropicana Field,0,0,0,0,1,0,0
662191,2022-04-23,2022,118,Kansas City Royals,136,Seattle Mariners,680,T-Mobile Park,1,2,1,1,0,1,3
662276,2022-04-23,2022,119,Los Angeles Dodgers,135,San Diego Padres,2680,Petco Park,0,0,0,0,1,0,0
662389,2022-04-23,2022,140,Texas Rangers,133,Oakland Athletics,10,Oakland Coliseum,0,0,0,0,1,0,0
662549,2022-04-23,2022,137,San Francisco Giants,120,Washington Nationals,3309,Nationals Park,1,0,1,0,0,1,1
662848,2022-04-23,2022,115,Colorado Rockies,116,Detroit Tigers,2394,Comerica Park,0,4,0,1,0,1,4
662849,2022-04-23,2022,115,Colorado Rockies,116,Detroit Tigers,2394,Comerica Park,1,0,1,0,0,1,1
662875,2022-04-23,2022,141,Toronto Blue Jays,117,Houston Astros,2392,Minute Maid Park,1,2,1,1,0,1,3
663100,2022-04-23,2022,138,St. Louis Cardinals,113,Cincinnati Reds,2602,Great American Ball Park,0,0,0,0,1,0,0
663144,2022-04-23,2022,134,Pittsburgh Pirates,112,Chicago Cubs,17,Wrigley Field,0,1,0,1,0,1,1
663384,2022-04-23,2022,121,New York Mets,109,Arizona Diamondbacks,15,Chase Field,0,1,0,1,0,1,1
661033,2022-04-24,2022,110,Baltimore Orioles,108,Los Angeles Angels,1,Angel Stadium,0,6,0,1,0,1,6
661317,2022-04-24,2022,114,Cleveland Guardians,147,New York Yankees,3313,Yankee Stadium,0,2,0,1,0,1,2
661590,2022-04-24,2022,146,Miami Marlins,144,Atlanta Braves,4705,Truist Park,0,0,0,0,1,0,0
661640,2022-04-24,2022,158,Milwaukee Brewers,143,Philadelphia Phillies,2681,Citizens Bank Park,0,0,0,0,1,0,0
661781,2022-04-24,2022,145,Chicago White Sox,142,Minnesota Twins,3312,Target Field,1,0,1,0,0,1,1
661931,2022-04-24,2022,111,Boston Red Sox,139,Tampa Bay Rays,12,Tropicana Field,2,0,1,0,0,1,2
662188,2022-04-24,2022,118,Kansas City Royals,136,Seattle Mariners,680,T-Mobile Park,0,2,0,1,0,1,2
662274,2022-04-24,2022,119,Los Angeles Dodgers,135,San Diego Padres,2680,Petco Park,1,0,1,0,0,1,1
662388,2022-04-24,2022,140,Texas Rangers,133,Oakland Athletics,10,Oakland Coliseum,0,0,0,0,1,0,0
