game_date,pitcher,pa,strikeouts,walks,xwoba_num,xwoba_denom,bbe,barrels
2022-04-08,554431,3,0,0,0.27,3.0,3,0
2022-04-08,570663,5,2,1,1.228,4.0,2,1
2022-04-08,571656,5,2,1,2.065744,5.0,2,0
2022-04-08,571800,8,0,0,3.3202307692307693,8.0,8,1
2022-04-08,573124,3,1,0,0.8270000000000001,3.0,2,0
2022-04-08,592351,16,4,2,4.582488,16.0,10,0
2022-04-08,592662,27,5,4,7.769189,27.0,17,1
2022-04-08,593423,22,6,1,7.376304,22.0,15,2
2022-04-08,593958,18,2,2,6.638762305555555,18.0,14,1
2022-04-08,593974,2,1,0,0.002,2.0,1,0
2022-04-08,594577,3,0,1,2.0559106666666667,3.0,2,1
2022-04-08,595014,3,1,0,0.377,3.0,2,0
2022-04-08,605154,3,0,1,1.116744,3.0,2,0
2022-04-08,605195,3,0,1,1.614957,3.0,1,0
2022-04-08,605280,5,0,0,1.522,5.0,5,0
2022-04-08,605347,5,0,2,1.9634880000000001,5.0,3,0
2022-04-08,605400,23,7,0,5.324651095238095,23.0,15,2
2022-04-08,605447,3,2,0,0.016,3.0,1,0
2022-04-08,605488,3,3,0,0.0,3.0,0,0
2022-04-08,605525,5,1,0,1.414,5.0,4,0
2022-04-08,605538,4,0,0,1.7544716981132078,4.0,4,1
2022-04-08,606160,3,1,0,0.178,3.0,2,0
2022-04-08,606930,3,0,0,1.1899047619047618,3.0,3,1
2022-04-08,607481,5,2,1,2.359744,5.0,2,0
2022-04-08,607536,20,6,2,6.059076,20.0,11,1
2022-04-08,607625,4,1,0,1.072,4.0,3,0
2022-04-08,607644,19,5,1,5.870744,19.0,13,0
2022-04-08,608337,15,6,2,4.861758833333333,15.0,7,1
2022-04-08,608349,3,2,0,0.3534,3.0,1,0
2022-04-08,608638,2,1,0,0.293,2.0,1,0
2022-04-08,608665,5,1,0,0.922,5.0,4,0
2022-04-08,608678,3,0,1,1.9437762580645161,3.0,2,1
2022-04-08,608716,4,1,0,1.449875,4.0,3,0
2022-04-08,612434,2,1,1,0.688744,2.0,0,0
2022-04-08,621082,6,0,2,3.231070417582418,6.0,4,0
2022-04-08,621111,22,5,2,6.603528729483282,21.0,14,2
2022-04-08,621244,7,0,2,4.5339563191489365,7.0,4,1
2022-04-08,621345,5,0,1,3.0954833157894734,5.0,3,1
2022-04-08,621381,3,1,1,0.700744,3.0,1,0
2022-04-08,622098,4,2,0,0.8170000000000001,4.0,2,0
2022-04-08,622250,7,1,1,4.296229714285714,7.0,5,2
2022-04-08,622253,4,1,0,1.393,4.0,3,0
2022-04-08,622554,3,0,0,0.632,3.0,3,0
2022-04-08,623149,3,0,0,0.141,3.0,3,0
2022-04-08,623474,5,1,0,1.6871176470588234,5.0,4,1
2022-04-08,623485,8,2,0,1.5072857142857143,8.0,6,0
2022-04-08,640455,22,7,1,3.7451040000000004,22.0,14,1
2022-04-08,641329,3,1,0,0.755,3.0,2,0
2022-04-08,641755,7,1,2,2.427488,7.0,4,0
2022-04-08,641907,5,0,3,2.851148666666667,5.0,2,1
2022-04-08,642048,7,0,0,4.315,7.0,7,1
2022-04-08,642121,3,1,0,1.204,3.0,2,0
2022-04-08,642130,3,1,0,0.8959999999999999,3.0,2,0
2022-04-08,642397,4,0,1,3.2173689999999997,4.0,3,1
2022-04-08,642528,4,1,0,0.48200000000000004,4.0,3,0
2022-04-08,642545,11,3,0,5.25840207641196,11.0,8,3
2022-04-08,642701,6,1,1,2.34546275,6.0,4,1
2022-04-08,642758,4,2,1,1.637744,4.0,1,0
2022-04-08,643256,4,0,0,1.5194772727272723,4.0,4,1
2022-04-08,643316,1,0,0,0.806,1.0,1,0
2022-04-08,643338,3,0,0,1.066,3.0,3,0
2022-04-08,643511,2,2,0,0.0,2.0,0,0
2022-04-08,644364,6,1,0,2.305,5.0,5,0
2022-04-08,645261,22,4,5,6.990066153846154,21.0,12,1
2022-04-08,650556,5,2,0,0.654,5.0,3,0
2022-04-08,650633,7,3,1,0.909,6.0,3,0
2022-04-08,650960,4,2,0,0.7216666666666667,4.0,2,0
2022-04-08,656420,3,1,0,0.138,3.0,2,0
2022-04-08,656546,12,0,1,6.186358114114114,12.0,11,3
2022-04-08,656638,4,1,0,1.339,4.0,3,0
2022-04-08,656887,3,0,0,0.16999999999999998,3.0,3,0
2022-04-08,656945,3,1,0,0.271,3.0,2,0
2022-04-08,656986,3,0,0,0.20099999999999998,3.0,3,0
2022-04-08,657240,3,0,0,0.54,3.0,3,0
2022-04-08,657277,24,3,1,6.2146824615384615,24.0,20,1
2022-04-08,657612,4,0,0,1.159,4.0,4,0
2022-04-08,657746,19,4,4,7.788739,19.0,10,1
2022-04-08,659275,1,0,0,0.01,1.0,1,0
2022-04-08,660813,4,1,1,1.144744,4.0,2,0
2022-04-08,660896,4,0,1,1.7297440000000002,4.0,3,0
2022-04-08,661383,8,1,0,2.6371666666666664,8.0,7,1
2022-04-08,661395,9,4,1,2.740744,9.0,4,0
2022-04-08,663423,10,0,2,4.231895407407407,10.0,8,0
2022-04-08,663556,19,7,2,5.804915285714285,19.0,9,0
2022-04-08,664092,5,1,1,1.1099999999999999,3.0,3,0
2022-04-08,664747,3,2,0,0.101,3.0,1,0
2022-04-08,664875,6,2,0,1.168,6.0,4,0
2022-04-08,665665,15,2,5,6.74272,15.0,8,1
2022-04-08,666808,6,0,0,2.7809800000000005,6.0,6,1
2022-04-08,667463,4,0,1,1.548744,4.0,3,0
2022-04-08,669622,4,1,0,2.142384615384616,4.0,3,1
2022-04-08,669854,6,1,0,1.6575,6.0,5,0
2022-04-08,669912,7,0,1,3.552744,7.0,6,0
2022-04-08,672282,16,3,2,6.749723454545455,16.0,11,2
2022-04-08,672335,3,2,0,0.4091428571428572,3.0,1,0
2022-04-08,676477,9,4,0,2.6188260869565214,9.0,5,1
2022-04-08,676710,1,0,0,0.183,1.0,1,0
2022-04-08,680686,20,5,2,6.918124363636364,20.0,13,1
2022-04-09,434378,20,7,3,7.5063760261865795,19.0,10,2
2022-04-09,453178,6,0,1,2.714144,6.0,5,0
2022-04-09,453268,3,3,0,0.0,3.0,0,0
2022-04-09,453343,5,0,0,1.623,4.0,4,0
2022-04-09,456713,4,0,0,1.572,3.0,4,0
2022-04-09,458677,3,1,0,0.9797999999999999,3.0,2,1
2022-04-09,459429,4,0,0,3.3687692307692307,4.0,4,1
2022-04-09,476595,4,2,1,1.7738137674418604,4.0,1,1
2022-04-09,489265,3,1,0,0.056999999999999995,3.0,2,0
2022-04-09,493603,3,1,0,0.444,3.0,2,0
2022-04-09,501625,3,1,0,0.648,3.0,2,0
2022-04-09,501925,5,1,0,1.988,5.0,4,0
2022-04-09,502043,22,10,0,3.146,22.0,12,1
2022-04-09,503285,3,1,0,0.136,3.0,2,0
2022-04-09,517008,6,1,0,2.495774193548387,6.0,5,0
2022-04-09,519008,5,1,0,1.686,5.0,4,0
2022-04-09,519293,5,1,1,0.771744,5.0,3,0
2022-04-09,519326,5,1,0,2.266474025974026,5.0,4,0
2022-04-09,542881,15,4,0,3.214213,15.0,10,0
2022-04-09,542947,3,3,0,0.0,3.0,0,0
2022-04-09,543238,3,0,0,0.615,3.0,3,0
2022-04-09,543243,20,4,2,7.105488,20.0,14,2
2022-04-09,543475,23,2,3,11.799968249045072,23.0,18,3
2022-04-09,543766,3,0,1,1.7200198620689657,3.0,2,1
2022-04-09,547973,4,1,0,0.5569999999999999,4.0,3,0
2022-04-09,552640,5,2,0,1.4652978723404253,5.0,3,1
2022-04-09,554340,3,0,0,0.449,3.0,3,0
2022-04-09,570257,4,2,0,0.276,4.0,2,0
2022-04-09,570488,3,1,0,0.5389999999999999,3.0,2,0
2022-04-09,570632,7,1,3,3.493212392156863,7.0,3,1
2022-04-09,571901,4,1,0,0.362,4.0,3,0
2022-04-09,571945,19,1,2,7.109898087719298,19.0,16,1
2022-04-09,571948,3,1,0,0.314,3.0,2,0
2022-04-09,572193,5,2,0,0.796,5.0,3,0
2022-04-09,572955,4,1,1,1.023744,4.0,2,0
2022-04-09,573009,4,0,0,1.383,4.0,4,0
2022-04-09,573124,3,0,0,1.216,3.0,3,0
2022-04-09,573204,4,0,1,1.293744,4.0,3,0
2022-04-09,592332,22,5,0,7.239166666666667,22.0,17,0
2022-04-09,592390,2,0,0,0.15799999999999997,2.0,2,0
2022-04-09,592773,6,1,2,3.876488,6.0,3,1
2022-04-09,592789,20,1,2,5.467701,20.0,16,0
2022-04-09,594311,7,1,1,1.7617440000000002,7.0,5,0
2022-04-09,595014,4,3,0,1.2971206896551726,4.0,1,1
2022-04-09,595345,4,4,0,0.0,4.0,0,0
2022-04-09,598287,4,2,0,0.203,4.0,2,0
2022-04-09,600921,8,1,1,1.839744,8.0,6,0
2022-04-09,601713,23,4,3,13.709176444444445,23.0,16,5
2022-04-09,605135,22,8,1,4.539744,22.0,13,0
2022-04-09,605154,3,0,0,0.259,3.0,3,0
2022-04-09,605194,4,1,1,0.747744,4.0,2,0
2022-04-09,605200,21,2,3,6.223232,21.0,16,0
2022-04-09,605242,3,2,0,0.112,3.0,1,0
2022-04-09,605280,4,1,1,0.953744,4.0,2,0
2022-04-09,605397,22,8,0,4.5028989898989895,22.0,14,2
2022-04-09,605447,3,0,0,1.171,3.0,3,0
2022-04-09,605540,22,2,3,10.39505257364341,22.0,15,2
2022-04-09,606149,4,1,1,0.823744,4.0,2,0
2022-04-09,607074,20,12,2,2.851488,20.0,6,0
2022-04-09,607237,3,1,0,0.790213,3.0,1,0
2022-04-09,607359,6,1,0,1.206213,6.0,4,0
2022-04-09,607455,3,2,0,0.066,3.0,1,0
2022-04-09,607481,5,3,0,1.7080000000000002,5.0,2,0
2022-04-09,608032,1,0,0,0.021,1.0,1,0
2022-04-09,608344,25,4,1,10.37068051458145,25.0,19,4
2022-04-09,608349,4,1,1,1.188744,4.0,2,0
2022-04-09,608566,24,5,0,6.6777999999999995,24.0,19,1
2022-04-09,608648,6,1,0,3.212,6.0,5,0
2022-04-09,608723,4,0,0,2.074,4.0,4,0
2022-04-09,612434,4,0,1,0.784744,4.0,3,0
2022-04-09,614179,2,0,0,0.3,2.0,2,0
2022-04-09,617228,3,0,0,0.876,3.0,3,0
2022-04-09,621051,4,1,1,0.8617440000000001,4.0,2,0
2022-04-09,621237,5,1,0,2.0961444444444446,5.0,4,1
2022-04-09,621295,3,1,0,0.931,3.0,2,0
2022-04-09,621345,3,1,0,0.073,3.0,2,0
2022-04-09,622098,3,1,0,0.482,3.0,2,0
2022-04-09,622251,4,1,0,1.219,4.0,3,0
2022-04-09,622663,14,5,0,4.452537872340425,14.0,9,2
2022-04-09,624522,10,4,1,2.212957,10.0,4,0
2022-04-09,625643,6,0,2,2.883488,6.0,4,0
2022-04-09,628452,3,1,0,0.23500000000000001,3.0,2,0
2022-04-09,640448,3,2,0,1.0868,3.0,1,1
2022-04-09,640462,4,2,1,1.541744,4.0,1,0
2022-04-09,641154,19,6,1,4.489172571428571,19.0,12,1
2022-04-09,641540,23,4,2,8.921083352941176,23.0,16,1
2022-04-09,641627,5,3,0,1.325213,5.0,1,0
2022-04-09,641682,2,0,1,1.164744,2.0,1,0
2022-04-09,641729,3,1,0,1.4040000000000001,3.0,2,1
2022-04-09,641745,19,5,1,4.171744,19.0,13,0
2022-04-09,641835,3,0,0,0.7010000000000001,3.0,3,0
2022-04-09,642121,4,1,1,2.5672231666666665,4.0,2,1
2022-04-09,642130,1,0,0,0.051,1.0,1,0
2022-04-09,643338,3,1,0,0.324,3.0,2,0
2022-04-09,650895,3,2,0,0.5014000000000001,3.0,1,0
2022-04-09,656302,20,8,3,4.734232,20.0,9,0
2022-04-09,656354,1,0,0,0.4306666666666667,1.0,1,0
2022-04-09,656420,2,0,0,0.496,2.0,2,0
2022-04-09,656605,20,4,2,6.284542054054054,20.0,14,1
2022-04-09,656685,4,1,0,1.637,4.0,3,0
2022-04-09,656876,17,3,1,6.155007505050505,17.0,12,1
2022-04-09,656986,3,1,0,0.118,3.0,2,0
2022-04-09,657006,18,5,1,4.418744,18.0,12,0
2022-04-09,657140,21,6,1,4.439744,21.0,13,0
2022-04-09,661269,21,4,2,4.870701,21.0,14,0
2022-04-09,661403,2,0,0,1.673,2.0,2,0
2022-04-09,662253,5,2,1,2.706744,5.0,2,1
2022-04-09,663432,4,2,0,0.29600000000000004,4.0,2,0
2022-04-09,663554,22,2,0,9.21363772276652,22.0,20,3
2022-04-09,663986,3,0,0,0.469,3.0,3,0
2022-04-09,664062,15,3,1,4.415744,15.0,11,0
2022-04-09,664123,1,1,0,0.0,1.0,0,0
2022-04-09,664199,1,1,0,0.0,1.0,0,0
2022-04-09,664294,5,1,1,1.4519570000000002,5.0,2,0
2022-04-09,664299,7,3,0,1.113,6.0,3,0
2022-04-09,664854,4,3,0,0.009,4.0,1,0
2022-04-09,664948,3,2,0,0.344,3.0,1,0
2022-04-09,666204,2,0,1,1.525744,2.0,1,0
2022-04-09,666808,5,1,1,1.309521777777778,5.0,3,0
2022-04-09,667427,3,1,1,0.847744,3.0,1,0
2022-04-09,668676,20,3,0,3.9451684210526317,20.0,17,0
2022-04-09,669211,10,3,0,1.993,10.0,7,0
2022-04-09,669302,20,7,1,5.452290333333334,20.0,11,1
2022-04-09,669395,4,1,0,0.93,4.0,3,0
2022-04-09,669622,3,0,0,0.996,3.0,3,0
2022-04-09,670280,3,1,0,0.967,3.0,2,0
2022-04-09,670950,5,1,1,1.433744,5.0,3,0
2022-04-09,671345,5,0,0,1.883,4.0,5,0
2022-04-09,672710,10,0,2,3.596701,10.0,7,1
2022-04-09,672851,22,3,4,10.38640930651341,22.0,14,3
2022-04-09,676092,4,1,0,0.486,4.0,3,0
2022-04-09,676596,12,5,0,2.929,12.0,7,0
2022-04-09,676684,4,0,0,1.089,4.0,4,0
2022-04-09,676760,4,2,1,0.838744,4.0,1,0
2022-04-09,676831,5,0,1,1.2527439999999999,5.0,4,0
2022-04-09,680704,3,0,1,0.711744,3.0,2,0
2022-04-09,681799,4,0,1,1.6619570000000001,4.0,2,0
2022-04-10,445926,5,1,1,4.129502928571428,5.0,3,2
2022-04-10,446372,20,5,4,6.063976,20.0,11,0
2022-04-10,448281,3,2,0,0.162,3.0,1,0
2022-04-10,468504,6,3,0,0.154,6.0,3,0
2022-04-10,471911,19,5,0,6.613277360562143,19.0,14,3
2022-04-10,475479,5,2,1,1.2627439999999999,5.0,2,0
2022-04-10,476595,3,1,0,0.219,3.0,2,0
2022-04-10,489334,3,2,0,0.341,3.0,1,0
2022-04-10,502085,4,1,1,1.5495852698412698,4.0,2,0
2022-04-10,502202,4,1,0,0.714,4.0,3,0
2022-04-10,518489,2,0,0,0.7899999999999999,2.0,2,0
2022-04-10,518553,6,1,2,1.7194880000000001,6.0,3,0
2022-04-10,518617,3,3,0,0.0,3.0,0,0
2022-04-10,519151,3,1,0,0.114,3.0,2,0
2022-04-10,528748,7,1,1,2.488957,7.0,4,0
2022-04-10,542888,3,1,0,0.332,3.0,2,0
2022-04-10,542914,4,1,0,0.573,4.0,3,0
2022-04-10,543056,3,0,0,0.7593333333333333,3.0,3,0
2022-04-10,543101,20,5,1,8.685752454545455,20.0,13,1
2022-04-10,543521,7,5,0,0.175,7.0,2,0
2022-04-10,547943,17,4,2,6.181808,17.0,11,1
2022-04-10,548389,7,0,3,3.527009777777778,7.0,4,1
2022-04-10,570663,4,0,1,1.662744,4.0,3,0
2022-04-10,570666,6,1,0,2.1652727272727272,6.0,5,1
2022-04-10,571710,3,1,0,0.17800000000000002,3.0,2,0
2022-04-10,571927,19,5,1,8.523198545454546,19.0,13,1
2022-04-10,573186,19,3,3,6.175232,19.0,13,1
2022-04-10,592094,3,1,0,0.113,3.0,2,0
2022-04-10,592390,5,0,0,1.217,5.0,5,0
2022-04-10,592741,6,1,1,2.7097439999999997,5.0,3,1
2022-04-10,592761,9,2,3,5.524008785714287,9.0,4,2
2022-04-10,592804,6,2,0,1.5352000000000001,6.0,4,0
2022-04-10,592866,7,0,0,1.546,6.0,7,0
2022-04-10,593576,4,0,0,1.9421631944444442,4.0,4,1
2022-04-10,593974,4,2,1,1.7726487619047617,4.0,1,1
2022-04-10,594580,3,2,0,0.832,3.0,1,0
2022-04-10,594835,15,1,2,9.478419428571428,15.0,12,4
2022-04-10,595345,2,0,0,0.825,2.0,2,0
2022-04-10,596057,5,2,0,1.66274,5.0,3,1
2022-04-10,605151,6,1,1,1.4248750000000001,5.0,4,0
2022-04-10,605156,9,2,0,2.9339166666666667,9.0,7,1
2022-04-10,605195,3,1,0,0.303,3.0,2,0
2022-04-10,605488,1,0,0,0.47075,1.0,1,0
2022-04-10,605521,3,1,0,0.933,3.0,2,0
2022-04-10,605538,5,3,0,0.401,5.0,2,0
2022-04-10,606160,4,2,0,1.267,4.0,2,0
2022-04-10,606424,6,2,0,1.9785217391304346,6.0,4,2
2022-04-10,607200,21,5,2,8.53246876923077,21.0,14,1
2022-04-10,607216,8,1,1,2.4018868571428573,8.0,6,0
2022-04-10,608348,3,0,0,1.3519999999999999,3.0,3,0
2022-04-10,608665,3,0,0,1.357,3.0,3,0
2022-04-10,608678,3,2,0,0.0,3.0,1,0
2022-04-10,608718,7,1,2,2.029488,7.0,4,0
2022-04-10,613534,5,1,3,2.298232,5.0,1,0
2022-04-10,615698,21,2,1,6.024525181818182,21.0,17,2
2022-04-10,621107,15,3,2,4.506488,15.0,10,0
2022-04-10,621381,3,0,0,0.6779999999999999,3.0,3,0
2022-04-10,621383,8,4,2,2.477688,8.0,2,1
2022-04-10,621389,14,4,1,2.298744,14.0,9,0
2022-04-10,621593,5,2,0,1.7704285714285715,5.0,3,0
2022-04-10,622250,3,1,0,0.006,3.0,2,0
2022-04-10,622503,12,4,3,3.415232,12.0,5,0
2022-04-10,622608,18,0,1,8.955657082437277,18.0,17,1
2022-04-10,623352,3,2,0,0.4557777777777778,3.0,1,0
2022-04-10,623465,5,1,0,1.7236666666666665,5.0,4,1
2022-04-10,623474,4,0,0,2.3722483660130718,4.0,4,1
2022-04-10,628711,16,0,2,8.222145444444445,14.0,11,1
2022-04-10,640444,6,2,0,0.34299999999999997,6.0,4,0
2022-04-10,640448,3,1,0,0.6539999999999999,3.0,2,0
2022-04-10,641329,4,2,0,0.498,4.0,2,0
2022-04-10,641401,3,1,0,0.7909999999999999,3.0,2,0
2022-04-10,641582,3,0,0,1.5013958333333337,3.0,3,1
2022-04-10,641726,18,2,2,7.748034543778801,18.0,14,3
2022-04-10,641793,5,0,0,2.0140000000000002,5.0,5,0
2022-04-10,641927,20,4,2,8.64102463003663,20.0,14,2
2022-04-10,641941,3,2,0,0.192,3.0,1,0
2022-04-10,642048,5,0,0,3.753490384615384,5.0,5,3
2022-04-10,642100,6,3,0,0.505,6.0,3,0
2022-04-10,642152,4,1,0,2.2434716981132077,4.0,3,1
2022-04-10,642207,3,2,0,0.121,3.0,1,0
2022-04-10,642528,4,0,2,2.038488,4.0,2,0
2022-04-10,642547,18,6,4,7.372776,18.0,8,1
2022-04-10,642585,5,2,0,1.675,5.0,3,0
2022-04-10,642701,3,0,0,1.093,3.0,3,0
2022-04-10,642758,4,2,1,0.870744,4.0,1,0
2022-04-10,642770,12,1,3,5.630920888888888,12.0,8,1
2022-04-10,643316,11,1,2,4.388488000000001,11.0,8,0
2022-04-10,643511,3,0,0,0.9490000000000001,3.0,3,0
2022-04-10,656222,8,4,1,3.710038573643411,8.0,3,2
2022-04-10,656271,8,5,1,1.7871884444444444,8.0,2,1
2022-04-10,656529,3,1,0,0.131,3.0,2,0
2022-04-10,656557,19,3,3,9.062611666666667,19.0,12,2
2022-04-10,656629,16,3,2,5.808539150895141,15.0,10,1
2022-04-10,656686,17,5,2,5.573164470588235,17.0,10,1
2022-04-10,656756,17,4,1,5.000957,17.0,11,0
2022-04-10,656794,11,2,1,3.952910666666667,11.0,8,1
2022-04-10,656954,3,1,0,0.713,3.0,2,0
2022-04-10,657024,4,1,0,0.28600000000000003,4.0,3,0
2022-04-10,657240,4,2,0,1.726,4.0,2,0
2022-04-10,657376,9,1,0,2.699615384615384,9.0,8,1
2022-04-10,660730,13,2,2,4.625752492753624,13.0,9,1
2022-04-10,660761,19,2,4,6.8575054117647065,19.0,13,0
2022-04-10,660813,1,0,0,0.08,1.0,1,0
2022-04-10,660896,6,2,1,1.634744,6.0,3,0
2022-04-10,661383,4,1,0,0.542,4.0,3,0
2022-04-10,663158,7,2,0,3.5229999999999997,7.0,5,1
2022-04-10,663423,7,2,1,1.626744,7.0,4,0
2022-04-10,663432,4,0,0,1.8104,4.0,4,0
2022-04-10,663460,7,0,2,2.9284879999999998,7.0,5,0
2022-04-10,663559,11,2,0,4.21003125,11.0,9,1
2022-04-10,663574,5,1,0,1.5,5.0,4,0
2022-04-10,663765,10,3,1,2.490744,10.0,6,0
2022-04-10,663804,21,4,1,7.694477333333333,21.0,16,1
2022-04-10,663903,17,3,1,5.950442714285714,17.0,12,2
2022-04-10,664199,2,0,0,1.1333589743589745,2.0,2,1
2022-04-10,664208,5,2,1,2.1687440000000002,5.0,2,0
2022-04-10,664337,7,1,1,1.418744,7.0,5,0
2022-04-10,664353,18,2,0,5.243916666666667,18.0,16,2
2022-04-10,664584,5,0,1,1.754744,5.0,4,0
2022-04-10,664776,1,1,0,0.0,1.0,0,0
2022-04-10,665621,5,1,0,2.095395833333334,5.0,4,1
2022-04-10,666120,16,1,5,5.57972,16.0,10,0
2022-04-10,667463,4,1,0,0.645,3.0,2,0
2022-04-10,668881,21,7,2,7.9663477402597405,21.0,12,3
2022-04-10,669060,17,2,1,7.123715111111111,17.0,14,3
