game_date,batter,pa,strikeouts,walks,xwoba_num,xwoba_denom,bbe,barrels
2025-03-18,457759,1,0,0,0.209,1.0,1,0
2025-03-18,500743,4,1,0,0.196,3.0,2,0
2025-03-18,542932,3,1,0,1.075289,3.0,1,0
2025-03-18,571771,5,1,0,1.0095,4.0,3,0
2025-03-18,571970,5,2,2,1.6519940000000002,5.0,1,0
2025-03-18,606192,5,1,1,1.776497,5.0,3,0
2025-03-18,621020,3,1,0,1.2900384615384615,3.0,2,0
2025-03-18,624424,4,1,0,0.597,4.0,3,0
2025-03-18,660271,5,1,0,2.333,5.0,4,0
2025-03-18,663656,4,0,0,0.959,4.0,4,0
2025-03-18,664023,4,2,1,0.843497,4.0,1,0
2025-03-18,665804,3,1,0,0.835,3.0,2,0
2025-03-18,669242,5,0,0,1.651,5.0,5,0
2025-03-18,669257,5,0,3,2.892491,5.0,2,0
2025-03-18,673548,4,1,0,0.677,4.0,3,0
2025-03-18,681624,4,2,2,1.382994,4.0,0,0
2025-03-18,683737,3,0,0,0.18,3.0,3,0
2025-03-18,691718,3,1,0,0.5860000000000001,3.0,2,0
2025-03-18,807713,4,2,0,0.6739999999999999,4.0,2,0
2025-03-19,457759,1,0,1,0.691497,1.0,0,0
2025-03-19,500743,4,1,1,1.322497,4.0,2,0
2025-03-19,542932,4,0,0,1.3940000000000001,4.0,4,0
2025-03-19,571771,4,1,0,2.0661666666666667,4.0,3,1
2025-03-19,571970,4,1,0,1.4380958904109595,4.0,3,1
2025-03-19,606192,4,1,0,0.455,4.0,3,0
2025-03-19,608348,4,0,1,1.5004970000000002,4.0,3,0
2025-03-19,621020,4,1,1,1.4124970000000001,4.0,2,0
2025-03-19,624424,4,1,1,1.082497,4.0,2,0
2025-03-19,660271,5,0,2,3.142122,4.0,3,1
2025-03-19,663656,5,0,1,2.0679456486486485,5.0,4,1
2025-03-19,664023,5,1,1,1.594497,5.0,3,0
2025-03-19,669242,5,2,0,2.2091,5.0,3,1
2025-03-19,669257,4,0,2,2.680994,4.0,2,0
2025-03-19,673548,5,3,1,0.770497,5.0,1,0
2025-03-19,681624,4,2,1,1.612497,4.0,1,0
2025-03-19,683737,4,3,1,0.691497,4.0,0,0
2025-03-19,691718,4,2,0,0.526,4.0,2,0
2025-03-19,807713,5,2,0,0.402,5.0,3,0
2025-03-27,455117,1,1,0,0.0,1.0,0,0
2025-03-27,457705,4,0,0,0.7735000000000001,4.0,4,0
2025-03-27,467793,5,1,1,0.806,4.0,3,0
2025-03-27,493329,4,1,0,0.27,4.0,3,0
2025-03-27,500743,3,0,0,0.46299999999999997,3.0,3,0
2025-03-27,502054,5,2,1,1.571786,5.0,1,0
2025-03-27,502671,4,2,0,0.8420000000000001,4.0,2,0
2025-03-27,514888,4,3,0,0.585,4.0,1,0
2025-03-27,516782,4,1,0,1.1752889999999998,4.0,2,0
2025-03-27,518692,4,0,0,0.5287999999999999,4.0,4,0
2025-03-27,518792,1,0,0,0.273,1.0,1,0
2025-03-27,521692,4,2,0,0.893,4.0,2,0
2025-03-27,527038,4,1,0,1.1142641509433964,4.0,3,1
2025-03-27,542303,5,1,2,2.001994,5.0,2,0
2025-03-27,543309,4,0,0,1.606486111111111,4.0,4,1
2025-03-27,543760,4,2,0,0.545,3.0,1,0
2025-03-27,543807,4,2,1,1.0574970000000001,4.0,1,0
2025-03-27,545341,2,0,0,1.222,2.0,2,1
2025-03-27,545361,4,0,1,1.973786,4.0,2,0
2025-03-27,547180,5,2,1,2.703675571428572,5.0,2,1
2025-03-27,553869,3,1,0,1.296,3.0,2,0
2025-03-27,553993,4,1,0,3.464289,4.0,2,1
2025-03-27,570482,3,1,0,0.253,3.0,2,0
2025-03-27,571448,4,0,0,1.6008124999999997,4.0,4,1
2025-03-27,571970,3,2,0,1.1888285714285716,3.0,1,1
2025-03-27,572191,3,0,0,0.731,3.0,3,0
2025-03-27,572233,4,0,0,2.113,4.0,4,0
2025-03-27,573262,4,2,0,0.7130000000000001,4.0,2,0
2025-03-27,575929,4,2,0,0.14300000000000002,4.0,2,0
2025-03-27,592192,1,1,0,0.0,1.0,0,0
2025-03-27,592206,5,1,1,1.9264970000000001,5.0,3,0
2025-03-27,592450,4,2,0,0.371,4.0,2,0
2025-03-27,592518,4,1,1,0.8504970000000001,4.0,2,0
2025-03-27,592626,1,0,0,0.138,1.0,1,0
2025-03-27,592663,5,4,0,0.78365625,5.0,1,1
2025-03-27,592669,4,1,0,0.41400000000000003,4.0,3,0
2025-03-27,592885,5,2,1,1.3251636666666666,5.0,2,0
2025-03-27,593428,4,1,1,0.419,3.0,2,0
2025-03-27,593871,4,0,0,2.9196935483870963,3.0,4,1
2025-03-27,595777,5,3,0,0.227,5.0,2,0
2025-03-27,595879,2,0,0,0.154,2.0,2,0
2025-03-27,596019,5,2,0,1.189,5.0,3,0
2025-03-27,596103,3,0,0,1.8163529411764703,3.0,3,1
2025-03-27,596115,4,2,1,0.966497,4.0,1,0
2025-03-27,596146,5,2,2,1.701994,5.0,1,0
2025-03-27,600869,4,1,1,1.433497,4.0,2,0
2025-03-27,602104,5,1,1,0.8684970000000001,5.0,3,0
2025-03-27,605137,4,1,0,0.569,4.0,3,0
2025-03-27,605141,4,0,1,1.361497,4.0,3,0
2025-03-27,606115,4,2,0,0.356,4.0,2,0
2025-03-27,606192,4,1,0,2.2724375,4.0,3,1
2025-03-27,606466,5,1,0,1.838,5.0,4,0
2025-03-27,607043,4,1,0,1.32,4.0,3,0
2025-03-27,607208,5,1,1,1.526497,5.0,3,0
2025-03-27,607680,3,0,0,1.635,3.0,3,0
2025-03-27,608070,5,0,0,0.626,5.0,5,0
2025-03-27,608324,4,1,0,2.110111111111111,4.0,3,1
2025-03-27,608369,4,2,0,0.111,4.0,2,0
2025-03-27,608385,1,0,0,0.126,1.0,1,0
2025-03-27,609280,3,0,0,1.129,3.0,3,0
2025-03-27,620443,2,0,0,0.761,2.0,2,0
2025-03-27,621020,5,2,0,1.0,5.0,3,0
2025-03-27,621028,2,0,0,0.5880000000000001,2.0,2,0
2025-03-27,621043,4,1,0,0.8320000000000001,4.0,3,0
2025-03-27,621438,4,0,0,1.9013157894736843,4.0,4,1
2025-03-27,621439,4,1,0,0.096,4.0,3,0
2025-03-27,621493,4,0,0,2.16216,4.0,4,1
2025-03-27,621566,5,0,3,2.432491,5.0,2,0
2025-03-27,622534,4,1,0,1.6224444444444444,4.0,3,0
2025-03-27,623993,4,0,0,0.6196153846153846,4.0,4,0
2025-03-27,624413,4,0,2,2.109994,4.0,2,0
2025-03-27,624415,3,0,1,1.056497,3.0,2,0
2025-03-27,624428,1,0,1,0.691497,1.0,0,0
2025-03-27,624431,3,0,1,0.764497,3.0,2,0
2025-03-27,624585,4,2,0,1.3650958904109596,4.0,2,1
2025-03-27,628451,5,1,0,1.0822857142857143,4.0,3,0
2025-03-27,630105,4,2,0,0.226,4.0,2,0
2025-03-27,641313,4,3,0,0.183,4.0,1,0
2025-03-27,641343,1,0,1,0.691497,1.0,0,0
2025-03-27,641355,4,1,1,1.284497,4.0,2,0
2025-03-27,641487,3,1,1,0.781497,3.0,1,0
2025-03-27,641584,4,0,0,0.265,4.0,4,0
2025-03-27,641933,5,0,2,3.5996696756756754,5.0,3,1
2025-03-27,642133,4,2,0,0.848289,4.0,1,0
2025-03-27,642715,4,3,0,0.9757727272727272,4.0,1,1
2025-03-27,643217,4,2,0,1.4812222222222224,4.0,2,1
2025-03-27,643396,4,1,2,1.675994,4.0,1,0
2025-03-27,645277,5,0,0,1.7185423728813563,5.0,5,1
2025-03-27,645302,4,0,0,0.34700000000000003,4.0,4,0
2025-03-27,646240,4,3,0,0.116,4.0,1,0
2025-03-27,647304,5,0,0,0.958,5.0,5,0
2025-03-27,650333,4,0,0,0.223,3.0,4,0
2025-03-27,650402,5,0,0,1.8980000000000001,5.0,5,0
2025-03-27,650489,4,2,1,1.213497,4.0,1,0
2025-03-27,650859,4,2,0,0.026000000000000002,4.0,2,0
2025-03-27,656305,4,1,0,0.272,4.0,3,0
2025-03-27,656537,4,0,1,2.4235684285714285,4.0,3,1
2025-03-27,656555,4,1,2,1.400994,4.0,1,0
2025-03-27,656716,2,0,1,1.542497,2.0,1,0
2025-03-27,656775,5,0,0,2.9012127659574465,5.0,5,2
2025-03-27,656811,5,0,0,2.457,5.0,5,0
2025-03-27,656941,5,1,1,3.0280720000000008,5.0,3,1
2025-03-27,656976,2,1,1,0.691497,2.0,0,0
2025-03-27,657041,5,0,0,0.849,5.0,5,0
2025-03-27,657136,4,1,0,1.71,4.0,3,0
2025-03-27,657557,4,4,0,0.0,4.0,0,0
2025-03-27,657757,1,0,0,0.8408124999999997,1.0,1,1
2025-03-27,660162,1,0,1,0.691497,1.0,0,0
2025-03-27,660271,4,0,0,2.472558823529412,4.0,4,1
2025-03-27,660688,4,0,0,1.7794545454545454,4.0,4,0
2025-03-27,661388,4,1,0,0.046,3.0,2,0
2025-03-27,663457,4,0,0,2.994085106382979,4.0,4,1
2025-03-27,663538,5,0,1,1.924497,5.0,4,0
2025-03-27,663584,1,1,0,0.0,1.0,0,0
2025-03-27,663586,5,1,0,2.6040056818181814,5.0,4,2
2025-03-27,663604,2,1,0,0.093,2.0,1,0
2025-03-27,663616,4,1,1,1.894497,4.0,2,0
2025-03-27,663624,5,2,0,1.116,5.0,3,1
2025-03-27,663647,4,1,0,0.927,4.0,3,0
2025-03-27,663656,6,2,1,2.301597,6.0,3,1
2025-03-27,663697,5,0,0,0.524,5.0,5,0
2025-03-27,663698,5,1,0,0.851289,5.0,3,0
2025-03-27,663728,4,1,1,1.8881636666666668,4.0,2,1
2025-03-27,663743,4,1,0,1.2999556666666665,4.0,2,0
2025-03-27,663757,1,0,0,0.587,1.0,1,0
2025-03-27,663898,4,2,1,0.696497,4.0,1,0
2025-03-27,663993,4,3,0,0.159,4.0,1,0
2025-03-27,664023,6,1,1,3.183430333333333,6.0,4,1
2025-03-27,664034,4,1,0,2.455921052631579,4.0,3,1
2025-03-27,664056,4,0,0,2.4790666666666663,4.0,4,2
2025-03-27,664728,4,1,0,0.468,3.0,3,0
2025-03-27,664761,5,2,0,1.47,5.0,3,1
2025-03-27,664774,4,1,0,0.6424285714285715,4.0,3,1
2025-03-27,664983,4,1,0,0.577,4.0,3,0
2025-03-27,665052,2,1,0,0.286,2.0,1,0
2025-03-27,665155,1,0,1,0.691497,1.0,0,0
2025-03-27,665161,4,0,0,1.4112889999999998,4.0,3,0
2025-03-27,665487,4,1,0,2.5046,4.0,3,1
2025-03-27,665489,4,1,2,1.456994,4.0,1,0
2025-03-27,665742,6,1,2,1.860994,5.0,2,0
2025-03-27,665804,5,1,0,1.25,5.0,4,0
2025-03-27,665828,3,0,0,0.883,3.0,3,0
2025-03-27,665833,5,1,1,1.085497,5.0,3,0
2025-03-27,665862,4,2,1,0.696497,4.0,1,0
